push_tag,push_userid,push_content,push_time,URL
推,Whitening,已哭QQ原PO保重,07/08 09:56,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,qcdfg,qq 我昨天買進...,07/08 09:57,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,snowlakers,這是......反指標??,07/08 09:57,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,fantasywing,那你之前貼說要買都有買嗎?,07/08 09:58,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,chuchnoot,不敢買..,07/08 09:59,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
噓,TWWalking,.......別推台灣人下火坑,07/08 09:59,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,mystage,我剛九點開盤停損,07/08 10:00,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,morke,等停牌的開還會跌一波 到時候才是買點,07/08 10:01,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
噓,manson666,呵呵,07/08 10:02,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,manson666,沒對帳單 別喇叭,07/08 10:03,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,Jeff1989,如果大媽可以用技術分析來判斷的話 她就不是大媽了,07/08 10:05,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,Aquari,大媽正被凌遲中...你確定全力買進?,07/08 10:10,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,dahlia7357,確實 每天深V當沖 不留倉沒有風險問題,07/08 10:13,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,dahlia7357,因為沒有跌停板 所以不存在流動性問題lol,07/08 10:13,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,Sylph,在這種國家堅定跟著政府做就對了,07/08 10:13,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,ddardlekwn,我記得我昨天有提醒你 加油 等你虧損對帳單,07/08 10:20,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,shingostrong,把大媽月線拿出來看.跟技術分析..一點都沒有違背,07/08 10:21,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,shingostrong,電梯向下很明顯,07/08 10:21,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,dahlia7357,建議當沖啦 一定有拉盤 但是別留倉啦,07/08 10:23,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
推,sexy5566sexy,昨天也有一篇一樣的文，被刪了，你先跳吧,07/08 10:24,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
噓,johnny1976,http://imgur.com/GnDjEgd  歡迎對作!,07/08 10:52,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,ww,要賭當然要壓身家 不然漲一倍只夠吃牛排何必賭,07/08 10:55,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
噓,ifte94wt,笑死人 沒買就沒買，還在懶得貼勒,07/08 10:59,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,Sirius1812,不停損將以#1Lcg2xbx公告砍文處份 給你10分鐘,07/08 11:35,https://www.ptt.cc/bbs/Stock/M.1436327384.A.109.html
→,zeroxod,放空標,07/08 15:33,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
噓,oca,感覺就像是不發文手會癢,07/08 15:34,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Bokolo,好    3022如何,07/08 15:34,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,eiw123,就台GG阿 賭法說有好消息..,07/08 15:34,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,KY1998,大立光 如何~,07/08 15:34,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,u770114,龍岩阿,07/08 15:35,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Ting1024,"盡量挑容易賺到手的。我推8086, 你們呢？",07/08 15:35,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,omnistone,2108,07/08 15:35,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,selient,神股2330,07/08 15:35,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,jganet,花生什麼事,07/01 00:12,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,Taose,個人覺得他很有料。,07/01 00:17,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,femlro,出書就賺翻了 成績多少重要嗎?XD,07/01 00:36,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,drwhmsjustdo,他去年月KD向下喊空被嘎，這次第三次月KD高檔頓化,07/01 00:39,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,drwhmsjustdo,結束向下喊浪來了,07/01 00:39,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,choger,萬法皆方法 得真傳者賺錢,07/01 00:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,mqqm,股神表示，我手上有20個帳戶，你看到只是一個帳戶,07/01 00:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,choger,不得真傳者 用了一萬種方法還是賠錢 這是我最近悟的,07/01 00:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,mqqm,一個帳戶對於A股作多，同時另一個帳戶對A股作空...,07/01 00:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,choger,找適合自己的最重要,07/01 00:46,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Sergeant,那...他有幾個學生??,07/01 01:05,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,wwf1310,5萬個學生?...XDDD?,07/01 01:31,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,rodal,"老頭的現在本業是上課賣書,他不炒股很久了",07/01 07:27,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Ting1024,老頭921家裡被震垮，靠著開課終於重新站起來了,07/01 09:39,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,HUUUU,賣書才是他的本業吧..在書店翻過他的書跟神一樣,07/01 09:55,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,HUUUU,跟小朋友的書一樣，看圖說故事,07/01 09:55,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,Ting1024,嗚嗚...很認真討論還被砍文 ~_~,07/08 15:41,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Ting1024,都是帶給版上股票的資訊阿...~_~,07/08 15:41,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Sirius1812,那應該要用標的文格式發文 因為你不是第一次被提醒,07/08 15:42,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Sirius1812,所以這一次就不給十你10分鐘了,07/08 15:42,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,Ting1024,因為有多重標的，很難用標準格式，但已經把標題改,07/08 15:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
→,Ting1024,應該OK吧。用請益也不太對阿。裡面會提到標的,07/08 15:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
噓,S0KE,不知所云,07/08 15:44,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,jason751231,版主GJ,07/08 15:51,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,kl015013,婷姐你選股不選市喔?  我怎麼看續崩.......Q_Q,07/08 15:55,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,iso2288,版主GJ,07/08 16:04,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,askaa,板歸也是要遵守der ok?,07/08 16:18,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,Ting1024,續崩沒錯，空手奪白任讚,07/08 16:22,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,iuakob,婷姊哭哭~,07/08 16:55,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
噓,clotmen,廢文王，好棒棒der,07/08 18:40,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,adult,Ting1024是版主?,07/08 23:59,https://www.ptt.cc/bbs/Stock/M.1436341154.A.8C6.html
推,paul18012,召喚....,07/08 16:43,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
推,web1379,5元收,07/08 16:43,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
推,yoyodio,哥有家傳的14206股，不知道均價,07/08 16:47,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
推,web1379,我一直在等國巨重回10元…不喜歡國巨老闆^^,07/08 16:52,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
→,Sirius1812,一行文 給你十分鐘 我砍的話水捅一週,07/08 17:07,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
推,fangchieh,很想買先買資金的10% 5元是歷史低點到了再買30%,07/08 17:09,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
→,fangchieh,然後睡半年 一年也有20%利潤,07/08 17:09,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
推,globekiller,十分鐘到了,07/08 17:18,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
→,dk04,給新人機會！換一次警告？,07/08 17:21,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
→,dk04,我承認我來亂的 XD ，海豚大請執行！,07/08 17:21,https://www.ptt.cc/bbs/Stock/M.1436347978.A.836.html
推,wintree,路過見神一定要推一下,06/20 21:59,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
噓,koes2005,樓上帥哥，qe 令人擔心,06/20 22:11,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,wintree,路過見神一定要推一下,06/20 21:59,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
噓,koes2005,樓上帥哥，qe 令人擔心,06/20 22:11,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,delica,喔不,07/09 11:30,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,victoryss,要,07/09 11:33,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
→,jamesLD,停,07/09 11:36,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,MMJ5566,ㄏㄏㄏ,07/09 11:41,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,ericcyc0194,喔~不~古版不能一日沒有神,07/09 11:42,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,DaringDo,不懂修推文幹麻，修推文後反而會被公告以及特別標記,07/09 11:45,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,go1717,刪推文是有什麼見不得人的事嗎？,07/09 11:53,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
→,Sirius1812,大概就是不爽被說文不值得看吧 所以腦怒修推文,07/09 11:54,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,DaringDo,結果現在大家都知道某人的文章...xdd,07/09 12:31,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,clotmen,版主大人英明,07/09 12:57,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,Trick,爽,07/09 13:33,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,marksky,版主連這種事都要管，好辛苦,07/09 15:33,https://www.ptt.cc/bbs/Stock/M.1436412480.A.8FA.html
推,pzyin,繼續凹～反正空單很少在輸的@@,07/11 11:45,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,marksky,我pass，樓下解答,07/11 11:45,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,mokinased,大人都偏空 會有機會跑的啦,07/11 11:48,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,leoying,這種問題，得到幫助不大，操作自負，誰也無法說準是,07/11 11:48,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,ZakuSIN,相信樹神的85% 繼續空到他轉空,07/11 11:49,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,goooeooo,你空了啥，說來聽聽,07/11 11:49,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,d730411,有賺就快回補！,07/11 11:50,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,Skabo,我如果確定會多還是會空就自己賺翻了還跟你說幹嘛?,07/11 11:52,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,legendary85,一口台指,07/11 11:52,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,envogue,拉回來看有沒有補量，不然依舊是短彈,07/11 11:54,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,envogue,不過星期三要結算了，要閃要快,07/11 11:55,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,d730411,希臘跟陸股根本不是什麼大問題...關鍵是政府的心態,07/11 11:57,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,etop,樹神看多了 空單有機會,07/11 11:58,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,ntoufatman,認錯回補，然後改追多單。,07/11 11:58,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,csaga,一開始就跳空了，你沒機會回補啦,07/11 11:59,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,cat86,"禮拜一大漲不意外,重點是隔天走勢",07/11 11:59,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,d730411,希臘樽節繼續借錢..陸股初升段拉回...之後要走主升,07/11 12:02,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,d730411,段...哈哈,07/11 12:02,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,Yuwuen,周一回補 周二會跌。周一不回補 會一直嘎到周四,07/11 12:04,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,d730411,玩期貨千萬不要凹單...會家破人亡...,07/11 12:06,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,acmilan1126,90P莊家要起死回生了 你還敢空？我也不知道該說啥,07/11 12:08,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,acmilan1126,你難道不知道七月期最神的就是90P莊家？,07/11 12:09,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,leoying,期貨別凹單+1，除非你本夠厚承受住,07/11 12:10,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,da0817,怕啥?我大媽期貨一口賠七萬了 雖然星期一我也會平,07/11 12:11,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,ahlbks,當然是不要補阿，起碼第三天再補阿，讓大盤漲個三,07/11 12:11,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,ahlbks,天吧！,07/11 12:11,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,c902112,期貨我凹過一次單9900空單凹到萬點不認賠XD,07/11 12:12,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,brain8051,千萬別回補。不然夕軍會沒有肥料…,07/11 12:13,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,doodo1357,猜測 某人可能做多 勸空軍趕快回補(誤)...,07/11 12:14,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,GoOdGaMe,你心中已經有答案,07/11 12:17,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,Sylph,看你空了啥小吧。大盤暫時是看多，個股不見得跟大盤,07/11 12:20,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,Sylph,。,07/11 12:20,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,legendary85,颱風真的害死人,07/11 12:20,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,waldo870,看你空的點位吧，如果空在93.92如我，賺那麼多，頂,07/11 12:22,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,waldo870,多少賺，槓桿低承受的住，就不用擔心,07/11 12:22,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,pablo1126,這邊一堆喊空 所以做多吧 這是,07/11 12:22,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,pablo1126,騙局,07/11 12:22,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,KY1998,凹單？像樹哥一樣，直接被強制平倉如何~~,07/11 12:22,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,waldo870,如不如預期，有想過一次到8200嗎？機率也是有，你,07/11 12:25,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,waldo870,的停損條件是甚麼？,07/11 12:25,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,timlu,樹哥在9800就開示了 9300算啥,07/11 12:28,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,duckhaya,都賺兩根大的還不回補 還真貪,07/11 12:30,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,softtouch,哪來的認錯回補,07/11 12:31,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,softtouch,不就是停利回補,07/11 12:31,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,VWVW,目前獲利300點 風險係數大概500% 請建議一下,07/11 12:32,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,xmax010681,昨天多軍哀號颱風害死人 今天就換空軍喊XD,07/11 12:45,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,MoneyDay5566,相信樹神,07/11 12:46,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,fuyuko,跪迎樹神,07/11 12:49,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,agvnol,該,07/11 12:49,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,Bokolo,是停利吧，跌這麼多了耶~~~~~~~,07/11 12:49,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,ahliu,還好我空手，不然睡不著了,07/11 12:50,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,shingostrong,明明月線都是黑的..竟然怕被嘎..續抱.,07/11 12:50,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,ddardlekwn,怕什麼 等它上九千三啊,07/11 12:59,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,cpy5740,空單別擔心台股又不會上11000點,07/11 13:04,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,oklagg,黑手這波接的大概9千3會開始賣,07/11 13:08,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,waldo870,如果早早停利，就賺不到萬點下來的大幅利潤了,07/11 13:10,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,marinek,你的空單該不會是這波下殺空的，怕死就回補再去買多,07/11 13:14,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,marinek,單,07/11 13:14,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,marksky,娘子，快來看股神，我們喝湯，股神整條魚吃光光,07/11 13:14,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,waldo870,你一口而已..承受不住的話，最好下當沖單，但承心,07/11 13:18,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,waldo870,建議你足夠承受在做,07/11 13:18,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,marksky,晚上會睡不著，或是影響作息，也可以玩小台,07/11 13:21,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,penghuboy,還好我空牙科,07/11 13:36,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,acmilan1126,還好我0050沒停損,07/11 13:42,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
噓,artisi,"7/13大盤開9050, 我只暗示到這! 光波預測zagyooqq",07/11 13:57,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
推,kis28519,台股弱爆了，繼續凹,07/11 14:17,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
→,u770114,今年Q3業績很重要 太爛沒競爭力會直接回2009,07/11 14:19,https://www.ptt.cc/bbs/Stock/M.1436603260.A.D81.html
噓,f204137,又來惹,07/16 19:17,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,f204137,得到答案就刪文 不膩嗎,07/16 19:18,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
推,Sylph,台灣希臘去看看。,07/16 19:18,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
噓,arran,歐印樂透,07/16 19:18,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,abc06,廢 你中頭獎再說,07/16 19:19,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
噓,ros,用身分證去當鋪貸款 歐印認購權證,07/16 19:20,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
推,LNIOU1314,可以,05/18 21:10,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,dodo222kimo,你是股東就可以大聲,05/18 21:10,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,shain3,這我要回什麼？,05/18 21:10,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
推,ros,不喜歡工作也不要發廢文,07/16 19:27,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,Sirius1812,真覺得我前一篇給他這麼多時間自砍有點好笑,07/16 19:28,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
推,bebetterdoc,唉...我的優質文章...被刪除了,07/16 19:30,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,Sirius1812,你可以再發一篇阿 可以得到水桶一週的賞賜,07/16 19:31,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,Sirius1812,你也可以連發三篇 這樣可以桶10年唷~*,07/16 19:32,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
推,bebetterdoc,不然有股票閒聊板嗎? 對不對? 跟股票相關閒聊要去哪,07/16 19:42,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,sakula248,你就再發幾篇看看阿 你可以繼續發看看你的優質文章,07/16 19:52,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,Sirius1812,有置底閒聊,07/16 21:40,https://www.ptt.cc/bbs/Stock/M.1437045972.A.49B.html
→,f204137,你這篇文很不安全,07/16 23:27,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,whitedeath,有歐硬單可以看嗎？,07/16 23:28,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,abc06,這篇一定被刪,07/16 23:28,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,CHIYAO100,20叫我我要空,07/16 23:28,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,westwet,馬英九也說633，kmt也說不親中沒活路,06/23 19:59,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
噓,walter41,結果民進黨扯了後腿 還在哭633跳票…,06/23 21:44,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,westwet,藍教徒崩潰,06/23 21:46,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,jackyxxx,立法院過半還能被扯後腿  真不簡單,06/23 22:12,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
噓,comjj45,一行文,06/23 23:08,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,transcend789,我準備好了  完全執政 完全卸責,06/24 00:42,https://www.ptt.cc/bbs/Stock/M.1437061238.A.1C3.html
推,zombie123321,哈..,05/21 21:41,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,s860134,他要你有跟著空才有耶XD,05/21 21:44,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,NYWang5566,我空了，150空兩口，認賠四萬無奈出場，幹,05/21 21:45,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,NYWang5566,拎老師十萬本只剩六萬，回家睡覺了唉,05/21 21:46,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,kenamy,停損175還沒到啊,05/21 21:49,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,NYWang5566,漲到165就要再追加保證金啦，175要跳樓了,05/21 21:50,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,da0817,哈 我空在157 出在161.5 賠了七千出場,05/21 22:06,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,da0817,修正 是八千 輸到不會說話了,05/21 22:06,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,fishouse,還沒到停損價  誰沒穿褲子還不知道,05/21 22:09,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,bard3,首推 大數鴿開市  @@,07/17 08:58,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,watchmeisyou,首推,07/17 08:58,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,watchmeisyou,靠  我輸了,07/17 08:59,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,wickwolf,哇！ 底部近了！,07/17 08:59,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,yoyohkhk,推讚,07/17 08:59,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,johnnywanwan,要漲啦,07/17 08:59,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,go1717,被併購跟倒閉是不同情況...,07/17 08:59,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,terry1104,大樹哥想抄底 呵呵,07/17 08:59,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,Sirius1812,#1Lcg2xbx 請附上停損價或由板主砍文 給你10分鐘,07/17 09:00,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,Beef,果然一開盤就紅紅der 樹神,07/17 09:00,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,miniki97,樹哥出來了  要大漲了嗎,07/17 09:00,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,QQFOX,大樹哥 好兇!,07/17 09:01,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,eiw123,WOW 尾盤來買一股,07/17 09:01,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,shihchinlun,要回60了嗎,07/17 09:01,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,dannychen226,準備升天,07/17 09:01,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,serra28,靠邀...倒楣鬼...今天竟然開紅盤,07/17 09:02,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,kis28519,鍵盤跟你5000張,07/17 09:02,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,au4au4j3fu4,兇兇兇讚 我要做多了,07/17 09:02,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
→,tctv2002,牙科有樹神加持  漲到空軍畢業,07/17 09:02,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
推,StevenAn,......我前幾天才下車而已.....今天漲勢好猛..,07/17 09:02,https://www.ptt.cc/bbs/Stock/M.1437097191.A.F39.html
