push_tag,push_userid,push_content,push_time,URL
→,headiron,他誰啊,06/07 11:14,https://www.ptt.cc/bbs/Stock/M.1439120858.A.419.html
推,serra28,"日線圖....米卡莎:亞妮,下去吧(踩著血紅的頭...",06/07 11:16,https://www.ptt.cc/bbs/Stock/M.1439120858.A.419.html
推,ww,前教育部長毛高文女婿,06/07 11:20,https://www.ptt.cc/bbs/Stock/M.1439120858.A.419.html
推,CozyCloud,好快的刀！,08/09 23:19,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,lrm549,接下來一個月都是空單,08/09 23:19,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,arl616,還來不及推就沒了  還好有留標題 才知道明天進場訊,08/09 23:19,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,LeeMatt,股版失去大神指引,08/09 23:19,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,f204137,XDDDDXDDDDDDDDDDDDDD,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,slient09030,推文到一半就刪了...動作真快,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,a3051107,慘了慘了  呆股要變殭屍惹,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,f204137,好快的刀啊XDD,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,dinotea,56不能亡!!,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Vett,XD,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,a6131717,有黑手,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,yoshiuan5566,水,08/09 23:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,snowshadow7,下次早一點 PO了一堆廢文...,08/09 23:21,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,LeeMatt,失去人生方向的股民別慌 先放空一個月再說,08/09 23:21,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,a3051107,板主壓身家作多吼,08/09 23:21,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,transcend789,不怕 他會開分身 而且分身很好猜,08/09 23:22,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Wiley,看來要爆炸反彈了,08/09 23:22,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,caago123,好文被砍真可惜 政治本來就會影響股票了...,08/09 23:22,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Trick,GD,08/09 23:22,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Peew,版主......顆顆,08/09 23:23,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,hcout,股海明燈沒有了,08/09 23:23,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,h45279802,擋人財路阿!,08/09 23:23,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,tctv2002,版主 上次砍了股市九千變八千   多軍慘了,08/09 23:23,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,aloness,唔，這是全力作空的意思了,08/09 23:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,Justisaac,糟糕 這次一個月 要連崩一個月了嘛?,08/09 23:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,oklagg,po的跟上次差不多阿..就摻了那些政治文而已,08/09 23:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,aloness,這次桶一個月，等他出關是六開頭還是五開頭(抖),08/09 23:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,pmmp,大樹下次出桶記得貼離職單,08/09 23:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,rainbowclub,還沒看到就被桶了...,08/09 23:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,tneduts,樹神已開釋明天開高走低,08/09 23:26,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,saintsmw,死了，要跌一個月惹!,08/09 23:26,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,tneduts,桶一個月要到7000點了…,08/09 23:26,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,oklagg,"上次是超猛爆炸性反彈,這次是空前震撼大反彈",08/09 23:27,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,wind80053,慘 5000見,08/09 23:27,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Wazup,不～～樹哥,08/09 23:29,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,utn875,這個內容還好吧,08/09 23:30,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,CDIAMOND,56不能亡,08/09 23:30,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,jganet,各位不好意思我鐵嘴了(￣▽￣),08/09 23:31,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,catvsdog,完了 要崩一個月惹  請樹哥饒了股市吧,08/09 23:32,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,NowQmmmmmmmm,又被桶了...慘了，上次桶連跌ㄧ星期,08/09 23:33,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,dinotea,其實這一次跟小貶當選一樣 政治問題,08/09 23:33,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,pida5566,樹哥上一篇是看多還是看空阿 沒跟到阿,08/09 23:34,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,kobebox,樹神進桶前最後開示 各位股神請好好把握,08/09 23:35,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,lrm549,講結論 明天 開高走低尾盤拉 之後一路下去一個月,08/09 23:36,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,NowQmmmmmmmm,看多阿猛爆性反彈...結果被桶了，請版主放過多軍吧,08/09 23:36,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,qaz214536,可惜了,08/09 23:37,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,huk40199,大盤要連20黑嗎.........,08/09 23:38,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,markvend,兩周恐會有空前猛烈的震撼性大反彈,08/09 23:39,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,abbei,慘，大家3955見,08/09 23:39,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,FA88124,NO~~這樣我接下來一個月怎麼辦,08/09 23:40,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Roderickey,3.955見,08/09 23:40,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,dinotea,直接5000見,08/09 23:40,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,chadzen,又雞雞了..,08/09 23:40,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,yulo,天啊 到底要作多還空啊,08/09 23:40,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,brianjim,放他出桶一直喊多有差嗎　XD,08/09 23:41,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,aoc32112,樹哥被桶 台股的賣壓消失,08/09 23:41,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,z84326,不~~~~~~,08/09 23:42,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,TllDA,捅了明燈 那我怎麼買股票?,08/09 23:42,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,NowQmmmmmmmm,台股要崩盤了...塊陶啊！,08/09 23:42,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,zzxcasd,上次大樹哥被桶台股大崩盤,08/09 23:42,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,m3xu04,我的多單鬆了口氣……,08/09 23:44,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,sippe,等樹哥分身開示吧!,08/09 23:44,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,m3xu04,等 被桶是崩盤嗎QQQQQQQQ,08/09 23:44,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,iopas,股海明燈被熄了QQQQ,08/09 23:45,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,NowQmmmmmmmm,上次他發利多文站穩九千被桶跌了五百多點XD,08/09 23:45,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,reflow,T_T,08/09 23:46,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,NowQmmmmmmmm,這次長達一個月，讓我們接下來看看,08/09 23:47,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,nazuno,no~我的樹哥～股市冥燈～～～,08/09 23:47,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,jamesLD,噓  冥燈沒了,08/09 23:48,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Roderickey,版主你留多單滿倉後 XD,08/09 23:49,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,sam123343,樹哥你政治提太多了...不被桶就奇怪了..,08/09 23:49,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,MUSESHUNER,路過,08/09 23:55,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Popaieric,完了  大跌200,08/09 23:57,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,agog2008,他的離職單還沒po不能走啊,08/09 23:58,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,maypcc,謝謝樹哥開示，IP6S要賣9千萬隻我就笑了,08/10 00:00,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,maypcc,空單又有救了 明天來去買新手機XD,08/10 00:00,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,NEIL8278,完惹，要跌一個月了嗎,08/10 00:06,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,NEIL8278,這大概是歷年來最重大的利空了,08/10 00:07,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,leftfreeze,股海冥燈滅了,08/10 00:09,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,dambuster,樹哥的留言：空就對了,08/10 00:09,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,dk04,屎定了，被桶前還喊多,08/10 00:17,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,jganet,農曆鬼門關前樹神就出桶了，陰間不留神的。,08/10 00:21,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,u770114,來個水桶操盤術 想轉多頭再放樹神初桶!,08/10 00:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,serra28,在離職單還沒打好前.繼續水桶為上策,08/10 00:26,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,keysoon,jojojojojojojojojojojojojojo呆股阿,08/10 00:28,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,swavi,F7的推文要實現了～明天8000破定了,08/10 00:29,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,jganet,樹神要創造被水桶推爆的記錄了。3955見。,08/10 00:30,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,brian7045,9月9號股市不知道跌倒剩幾點,08/10 00:33,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,qqwa12,幹這樣技術分析就少了一個月的指標了,08/10 00:34,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,homerunball,噫!我買了!,08/10 00:36,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,octy,颱風造成災情明天跌的機會本來就大 跟廢文沒關吧...,08/10 00:38,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,HUUUU,是要連空一個月!!!!?????,08/10 00:38,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Brenda0918,放他粗乃辣~,08/10 00:39,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,highbi,謝過樹哥，留了空單，今晚可以安心睡了...XD,08/10 00:41,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,abc06,XDDD,08/10 00:46,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,FALUNDAFAHOW,===== 送啦！廢文王還一堆人崇拜他，真是夠了！====,08/10 00:47,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,if2,完了要連跌一個月了,08/10 00:48,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,pmmp,崇拜廢文王是因為他驚人的反指標，能賺錢不跟嗎？,08/10 00:48,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Lubuw,希望被桶可以稍微封住神力.....,08/10 00:49,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,kulo187691,坦白而言，政治和經濟一直以來是有所掛勾的...,08/10 00:52,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,circlelee,樓上講的對，用政治文來捅，只顯的欲加之罪,08/10 00:58,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,edcxz,慘了，明天空軍希望被砍了,08/10 01:03,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,vo5566,ㄧ個月後6000見～,08/10 01:03,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,serra28,幹鈴羊.就離職單虎爛大家.就可以永久水桶吧,08/10 01:08,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,anaydh,接下來一個月都是空軍了,08/10 01:12,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Bokolo,真妙，太神準了要被水桶,08/10 01:19,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,qihau,週末就在看樹大會不會出來發文，但這次也太震撼了吧,08/10 01:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,Bokolo,不過這篇說兩周，那代表不會是明天,08/10 01:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,circlelee,他政治內容也非引戰，是從政治來推論股價的護盤,08/10 01:23,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,Bokolo,應該是有人檢舉吧，怕神威蓋頂?,08/10 01:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,circlelee,我覺得要捅人，還是謹慎合規則的好。,08/10 01:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,king22649,這板的政治文認定本來就很隨便 習慣就好,08/10 01:27,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,king22649,台股的盤本來很大一部分就是看政治,08/10 01:28,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,eric61446,大樹哥 不要阿。沒反指標惹,08/10 01:29,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,liocorno,糟了 要崩一個月..,08/10 01:41,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,XXXXXLPXXXXX,這………送分題吧,08/10 02:06,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Ogrish,多軍反指標大將被砍，空軍還睡得著? 記得回補就好,08/10 02:11,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,NowQmmmmmmmm,多軍還不快預掛賣出還在叫陣..心臟真大!,08/10 02:13,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,victoryss,這個月剩下一次賺錢機會..,08/10 03:02,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,s860134,慘慘慘,08/10 03:12,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,readytodie,桶他 讓大家備妥長x單 也算是照顧大家,08/10 03:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,readytodie,板上因為這樣獲利 算內線交易不法所得嗎,08/10 03:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,lovetina,板主濫用職權~~~~桶樹神的後果卻要股民承擔!!!!,08/10 03:29,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Merkle,慘惹 台股要下看7000惹,08/10 04:08,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,ZakuSIN,"""說服外資抬轎""  死給拿~ 原來外資是台灣可以操控的",08/10 04:09,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,ZakuSIN,下看7000還不All in 期貨空單?  別上PTT囉,08/10 04:10,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,ZakuSIN,10000->8500沒吃到 8500->7000一定要吃到阿,08/10 04:10,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,bonaqabo,版主是否留大量空單?,08/10 06:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,msisee,大樹公T.T 一路好走～,08/10 07:54,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Rex1009,各位5000見,08/10 08:12,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,yohuhuhu,跳水囉,08/10 08:17,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,dufflin,冥燈~~~,08/10 08:18,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,dknymaster,爽,08/10 08:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,circlelee,樹神的文 再怎不可取 也不能 這樣連捅了兩次,08/10 08:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,BlueSausage,冥燈，別走  (〒︿〒),08/10 08:24,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,circlelee,第一次 是沒設停損  沒理由 沒停損要捅 這太不合理,08/10 08:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,tncshes86608,水,08/10 08:31,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,possible322,股民少了指引…該何去何從,08/10 08:34,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,circlelee,他寫的不好 可以回文批評 討論 但不要這樣一直捅,08/10 08:35,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,possible322,樹哥哪有引戰…,08/10 08:36,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,circlelee,任何人都有合理的 發文權,08/10 08:36,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,fish5123,接下來一個月 沒有樹神指引 股板該何去何從...,08/10 08:42,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,wr,我也不覺得他的政治文是在引戰 只是用政治討論盤勢,08/10 08:48,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,wr,"不然就加一條板規""不得出現任何政治相關內容好了""",08/10 08:49,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,wr,以後誰提到任何一位政治人物全部水桶 包括張盛和,08/10 08:50,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,wp972160,天哪 樹神,08/10 08:51,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,CHECC,哭哭  樹神遺作......,08/10 08:51,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,oldxeng,bye,08/10 08:51,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,arno1231,水桶一個月=連跌一個月,08/10 08:52,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,johnny1976,我送你千里之外，來跟著唱唷,08/10 09:00,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,markvend,冥燈，別走  (〒︿〒),08/10 09:09,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,imlin1117,下看6500,08/10 09:10,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,soulism,還有8000點可以跌,08/10 09:11,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,amarni333,版主你有做好相關配套然後才桶大樹嗎?????????,08/10 09:11,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,markvend,!!!!!!!!!!!!!!!!!!!!樹哥神威!!!!!!!!!!!!!!!!!!!!,08/10 09:14,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,PoloHuang,XDDDD超級反指標,08/10 09:23,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,livic,沒了樹神...我要空手了,08/10 09:25,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,mnabc123456,上香囉,08/10 09:26,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,s68432,捅小阿 人家賞飯吃,08/10 09:29,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,crocus,XD,08/10 09:35,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,wuklean,沒有樹神如何做台股,08/10 09:37,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,mibnsx,天生命格就是好的不靈壞的靈，也算難得的人才,08/10 09:39,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,Sueo,封印樹神神力！！！快點空前猛烈震撼性大反彈吧！,08/10 09:40,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,newhander,版主你這樣是叫看大樹哥操作的人怎麼活,08/10 09:57,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,jeff7553,水，他出來亂之後，台股沒一天好過,08/10 09:59,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,hhttp,剛已加空了,08/10 10:00,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,JuiFu617,桶得好，亂分析一通,08/10 10:11,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,ww,天天說鬼話被崇拜 第一次說人話就被水桶了 真慘,08/10 10:12,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,RRVFUAPJ,覺得股票跟選舉本來就會有關聯。覺得捅太兇了…且以,08/10 10:16,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,RRVFUAPJ,後文章是否都不能有任何政府官員？,08/10 10:16,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,pccheni,股版小鱉三，每次輸很慘就會發黨工文，活該辣。,08/10 10:22,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,DORAQMON,顏色不對 被桶剛好,08/10 10:30,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,steven3231,以後誰說選舉行情就通通桶掉，打給公後嗯後~~,08/10 10:37,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,oibmk,早就沒梗了桶一桶也好 這人最好笑是剛開始發文時,08/10 10:39,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,JustIwinDon,以後有出現希臘政府歐盟張不漲麵線宗最好都桶,08/10 11:05,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,cutemaumau,不要桶我們的神 樹神出道作品htc已經被神力對半砍了,08/10 11:17,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,cfceo,樹哥被桶一個月~~~台股就反彈一個月,08/10 11:20,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,cum,其實樹神內文說什麼都不是重點，重點是(反)方向,08/10 11:30,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,ixdez1,政、經本來就綁在一起，亂桶人說不過去,08/10 12:04,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,slient09030,只好來感謝版主桶樹哥了,08/10 12:07,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
→,circlelee,樹神唯一對的一次 ......,08/10 12:08,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,lastsodeep,進水桶也好，言論也看不到分析在哪裡,08/10 12:32,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,transcend789,大樹指標今天有點…,08/10 12:41,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,anaydh,樹神難得對一次就被水桶了。XD,08/10 12:42,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,kming327,緬懷樹哥,08/10 12:46,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,pttacc,"踩過線,就別怨變形蟲好球帶,安心進桶,緬懷大樹~",08/10 12:52,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,selph1120,.....,08/10 13:07,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,missin,其實政治部份說的頗中肯,08/10 13:41,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,CTC0115,空軍群龍無首 多軍該進攻了,08/10 13:56,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
推,SRT0619,空軍總司令被桶，台股要反攻了~,08/10 14:04,https://www.ptt.cc/bbs/Stock/M.1439133516.A.52D.html
噓,askaa,闢還崩潰了嗎? 下一步是要約出來丁菇之?,08/10 13:47,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
噓,askaa,你對號入座了嗎? 還有 你真的好激動喔需要看醫生嗎?,08/10 13:51,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,circlelee,這個合理,08/10 14:41,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,femlro,圈神你的標的文勒,08/10 14:44,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,ts21020,哈哈,08/10 14:45,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,a0989876,爽耶~最喜歡看人起爭議了~~再大聲一點,08/10 14:46,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,web1379,今天是推文推的最激烈的一次，我累了^^,08/10 14:50,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,allen0080,吵這些有的沒的也不會讓自己多賺錢阿.是在傻什麼..?,08/10 14:54,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
噓,nofear8,所以闢還 是人身攻擊的字眼 還是其他?,08/10 14:55,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,serra28,丁菇之 嗎 ？ 葡萄王新產品,08/10 15:05,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,a3051107,年輕人終究是年輕人,08/10 15:10,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,marcus176,丁菇枝.....聽起來很像中藥,08/10 15:42,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,f204137,年輕人就是年輕人 太衝動惹,08/10 15:46,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
推,RuleAllWorld,桶一下當祭品，願4103一路好走,08/10 15:51,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
→,ueru204ru,XD,08/10 15:56,https://www.ptt.cc/bbs/Stock/M.1439188666.A.0FF.html
噓,victoryss,八卦PO完又PO這  用意是?,07/07 09:16,https://www.ptt.cc/bbs/Stock/M.1439192404.A.C57.html
→,nightwing,台灣也快了  所得替代率那麼高,07/07 09:17,https://www.ptt.cc/bbs/Stock/M.1439192404.A.C57.html
→,bitlife,"希臘是請高盛幫忙加入的,另外拋棄繼承是連權益一起",07/07 09:18,https://www.ptt.cc/bbs/Stock/M.1439192404.A.C57.html
